REF_ID;ORDEMBD;STUDY_AIM;SPECIES;SP_ORIGIN;SITE;AREA_HA;MUNICIPALITY;STATE;COUNTRY;Longitude;Latitude;PRECISION;UC;ANNUAL_TEMP;ANNUAL_RAIN;ALTITUDE;VEG_TYPE;BUFFER_20KM;OLSONECONAME;OLSONG200R;RIBEIROVEGTYPE;BSRS;METHOD;COL_STRT_MO;COL_STRT_YR;COL_END_MO;COL_END_YR;LTR_EFF;CAM_EFF;SURV_EFF
Unpublished data. Cada da Floresta.;FlorestaC_614;COMM;Sapajus nigritus;NA;Parque Estadual de Ilha Bela;NA;ILHABELA;SAO PAULO;Brazil;-4541618,00;-2393668,00;Not precise;Yes;NA;NA;NA;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;NA;NA;Survey;August;2010;August;2010;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_615;COMM;Callithrix aurita;Autochtone;Reserva Biologica;NA;MOGI GUACU;SAO PAULO;Brazil;-4716759,00;-2225071,00;Not precise;Yes;22.8;1297;617;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Areas de Tensao Ecologica;Florestas de Interior;Survey;January;2010;January;2010;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_616;COMM;Callicebus nigrifrons;NA;Estacao Ecologica;NA;MOGI GUACU;SAO PAULO;Brazil;-4717931,00;-222855,00;Not precise;Yes;23;1291;606;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Areas de Tensao Ecologica;Florestas de Interior;Survey;January;2010;January;2010;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_617;COMM;Callithrix aurita;Autochtone;Reserva Biologica;NA;MOGI GUACU;SAO PAULO;Brazil;-4717822,00;-2224926,00;Not precise;Yes;22.9;1294;617;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Areas de Tensao Ecologica;Florestas de Interior;Survey;January;2010;January;2010;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_618;COMM;Callithrix aurita;Autochtone;Reserva Biologica;NA;MOGI GUACU;SAO PAULO;Brazil;-4715587,00;-2225361,00;Not precise;Yes;22.6;1307;617;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Areas de Tensao Ecologica;Florestas de Interior;Survey;January;2010;January;2010;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_619;COMM;Callicebus nigrifrons;NA;Estacao Experimental;NA;MOGI GUACU;SAO PAULO;Brazil;-4715605,00;-2226479,00;Not precise;Yes;22.6;1310;610;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Areas de Tensao Ecologica;Florestas de Interior;Survey;January;2010;January;2010;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_62;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;CARDOSO;SAO PAULO;Brazil;-49946338,00;-19947332,00;Not precise;No;25.5;1189;389;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_620;COMM;Brachyteles arachnoides;Autochtone;Entorno do Reservatorio da UHE Barra Bonita;NA;ANHEMBI;SAO PAULO;Brazil;-4819236,00;-2267475,00;Not precise;No;23.4;1261;458;Semideciduous forest;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Savana;Florestas de Interior;Survey;March;2015;March;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_63;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;SALES;SAO PAULO;Brazil;-49475139,00;-21414576,00;Not precise;No;24.8;1204;429;"Cerradão; Semideciduous";inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_64;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;NOVO HORIZONTE;SAO PAULO;Brazil;-49244469,00;-21651222,00;Not precise;No;24.8;1251;444;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_65;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;SALES;SAO PAULO;Brazil;-49444232,00;-21304146,00;Not precise;No;25.1;1187;449;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Areas de Tensao Ecologica;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_66;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;SALES;SAO PAULO;Brazil;-49456535,00;-21389493,00;Not precise;No;24.5;1201;461;Semideciduous forest;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Areas de Tensao Ecologica;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_67;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;SALES;SAO PAULO;Brazil;-49444232,00;-21304146,00;Not precise;No;25.1;1187;449;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Areas de Tensao Ecologica;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_68;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;CAFELANDIA;SAO PAULO;Brazil;-49390091,00;-21559131,00;Not precise;No;24.8;1235;432;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_69;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;NOVO HORIZONTE;SAO PAULO;Brazil;-49251357,00;-21652071,00;Not precise;No;25;1249;411;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_7;COMM;Alouatta guariba;NA;Fazenda Monte Alegre;NA;TELEMACO BORBA;PARANA;Brazil;-50515336,00;-2415728,00;Not precise;No;21.8;1372;783;Mixed Ombrophilous forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;2009;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_70;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Promissao;NA;NOVO HORIZONTE;SAO PAULO;Brazil;-49251357,00;-21652071,00;Not precise;No;25;1249;411;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;May;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_71;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Nova Avanhandava;NA;BARBOSA;SAO PAULO;Brazil;-49918752,00;-21249504,00;Not precise;No;25.2;1171;392;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Agua;Florestas de Interior;Survey;February;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_72;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Nova Avanhandava;NA;BARBOSA;SAO PAULO;Brazil;-49918752,00;-21249504,00;Not precise;No;25.2;1171;392;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Agua;Florestas de Interior;Survey;February;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_73;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Nova Avanhandava;NA;BARBOSA;SAO PAULO;Brazil;-49918752,00;-21249504,00;Not precise;No;25.2;1171;392;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Agua;Florestas de Interior;Survey;February;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_74;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Nova Avanhandava;NA;BARBOSA;SAO PAULO;Brazil;-49918752,00;-21249504,00;Not precise;No;25.2;1171;392;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Agua;Florestas de Interior;Survey;February;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_75;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Nova Avanhandava;NA;JOSE BONIFACIO;SAO PAULO;Brazil;-49972707,00;-2120102,00;Not precise;No;25.2;1177;386;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Agua;Florestas de Interior;Survey;February;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_76;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Nova Avanhandava;NA;JOSE BONIFACIO;SAO PAULO;Brazil;-49898198,00;-21216866,00;Not precise;No;25.2;1175;390;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Areas de Tensao Ecologica;Florestas de Interior;Survey;February;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_77;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;PAULO DE FARIA;SAO PAULO;Brazil;-49527531,00;-19919707,00;Not precise;No;25.3;1258;439;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_78;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;SAO FRANCISCO DE SALES;MINAS GERAIS;Brazil;-49860745,00;-19938925,00;Not precise;No;25.4;1198;401;"Cerradão; Semideciduous";inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_79;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;SAO FRANCISCO DE SALES;MINAS GERAIS;Brazil;-49860564,00;-19938824,00;Not precise;No;25.4;1198;401;"Cerradão; Semideciduous";inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_8;COMM;Sapajus nigritus;NA;Fazenda Monte Alegre;NA;TELEMACO BORBA;PARANA;Brazil;-50549609,00;-24381572,00;Not precise;No;21.8;1386;724;Pine forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Araucaria;Survey;NA;2009;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_80;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;PONTES GESTAL;SAO PAULO;Brazil;-49768006,00;-20086635,00;Not precise;No;25.5;1177;402;"Cerradão; Semideciduous";inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_81;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;PONTES GESTAL;SAO PAULO;Brazil;-49768006,00;-20086635,00;Not precise;No;25.5;1177;402;"Cerradão; Semideciduous";inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_82;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-50205694,00;-19892369,00;Not precise;No;25.3;1203;389;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_83;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;MIRA ESTRELA;SAO PAULO;Brazil;-50108688,00;-1988215,00;Not precise;No;25.5;1200;396;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_84;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-50327156,00;-19881014,00;Not precise;No;25.4;1213;374;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_85;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-50327954,00;-19881902,00;Not precise;No;25.4;1213;374;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_86;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;ITURAMA;MINAS GERAIS;Brazil;-50247577,00;-19850803,00;Not precise;No;25.4;1214;380;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_87;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-50313651,00;-19900652,00;Not precise;No;25.2;1208;385;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_88;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-50325472,00;-19881613,00;Not precise;No;25.4;1213;374;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_89;COMM;Alouatta caraya;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;ITURAMA;MINAS GERAIS;Brazil;-50247577,00;-19850803,00;Not precise;No;25.4;1214;380;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_9;COMM;Sapajus nigritus;NA;Fazenda Monte Alegre;NA;TELEMACO BORBA;PARANA;Brazil;-50369374,00;-24196034,00;Not precise;No;22.2;1342;901;Pine forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Araucaria;Survey;NA;2009;NA;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_90;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-50325099,00;-19881819,00;Not precise;No;25.4;1213;374;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_91;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;MIRA ESTRELA;SAO PAULO;Brazil;-50109236,00;-19888352,00;Not precise;No;25.4;1202;396;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_92;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-50206481,00;-19891604,00;Not precise;No;25.2;1205;389;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_93;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Nova Avanhandava;NA;JOSE BONIFACIO;SAO PAULO;Brazil;-49850919,00;-21255614,00;Not precise;No;25.1;1175;395;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Areas de Tensao Ecologica;Florestas de Interior;Survey;February;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_94;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Nova Avanhandava;NA;JOSE BONIFACIO;SAO PAULO;Brazil;-49851253,00;-21256095,00;Not precise;No;25.1;1175;395;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Agua;Florestas de Interior;Survey;February;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_95;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Nova Avanhandava;NA;BARBOSA;SAO PAULO;Brazil;-49918752,00;-21249504,00;Not precise;No;25.2;1171;392;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Agua;Florestas de Interior;Survey;February;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_96;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Nova Avanhandava;NA;BARBOSA;SAO PAULO;Brazil;-49918752,00;-21249504,00;Not precise;No;25.2;1171;392;"Cerradão; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Agua;Florestas de Interior;Survey;February;2015;May;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_97;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;MIRA ESTRELA;SAO PAULO;Brazil;-50109236,00;-19888352,00;Not precise;No;25.4;1202;396;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_98;COMM;Sapajus nigritus;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-50206068,00;-19893798,00;Not precise;No;25.3;1203;389;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
Unpublished data. Cada da Floresta.;FlorestaC_99;COMM;Callithrix penicillata;Autochtone;Entorno do Reservatorio da UHE Agua Vermelha;NA;INDIAPORA;SAO PAULO;Brazil;-50206068,00;-19893798,00;Not precise;No;25.3;1203;389;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Agua;Florestas de Interior;Survey;October;2014;April;NA;NA;NA;NA
REF0863;IzarP_1;COMM;Alouatta guariba;Autochtone;Parque Nacional do Itatiaia;28084;RESENDE;RIO DE JANEIRO;Brazil;-44701357,00;-22374803,00;Precise;Yes;12.3;2359;2127;Ombrophilous forest;inside the 20 km polygon;Campos Rupestres montane savanna;Atlantic Forests;Floresta Ombrofila Densa;Florestas de Interior;Line transect;NA;NA;NA;NA;NA;NA;NA
REF0679;IzarP_23;COMM;Brachyteles hypoxanthus;Autochtone;Parque Nacional do Itatiaia;28084;RESENDE;RIO DE JANEIRO;Brazil;-44701357,00;-22374803,00;Precise;Yes;12.3;2359;2127;Ombrophilous forest;inside the 20 km polygon;Campos Rupestres montane savanna;Atlantic Forests;Floresta Ombrofila Densa;Florestas de Interior;Line transect;NA;NA;NA;NA;NA;NA;NA
REF0874;IzarP_24;COMM;Callicebus nigrifrons;Autochtone;Parque Nacional do Itatiaia;28084;RESENDE;RIO DE JANEIRO;Brazil;-44701357,00;-22374803,00;Precise;Yes;12.3;2359;2127;Ombrophilous forest;inside the 20 km polygon;Campos Rupestres montane savanna;Atlantic Forests;Floresta Ombrofila Densa;Florestas de Interior;Line transect;NA;NA;NA;NA;NA;NA;NA
REF0875;IzarP_29;COMM;Callithrix aurita;Autochtone;Parque Nacional do Itatiaia;28084;RESENDE;RIO DE JANEIRO;Brazil;-44701357,00;-22374803,00;Precise;Yes;12.3;2359;2127;Ombrophilous forest;inside the 20 km polygon;Campos Rupestres montane savanna;Atlantic Forests;Floresta Ombrofila Densa;Florestas de Interior;Line transect;NA;NA;NA;NA;NA;NA;NA
REF0876;IzarP_64;COMM;Callithrix penicillata;Allochtone;Parque Nacional do Itatiaia;28084;RESENDE;RIO DE JANEIRO;Brazil;-44701357,00;-22374803,00;Precise;Yes;12.3;2359;2127;Ombrophilous forest;inside the 20 km polygon;Campos Rupestres montane savanna;Atlantic Forests;Floresta Ombrofila Densa;Florestas de Interior;Line transect;NA;NA;NA;NA;NA;NA;NA
REF0877;IzarP_87;COMM;Sapajus nigritus;Autochtone;Parque Nacional do Itatiaia;28084;RESENDE;RIO DE JANEIRO;Brazil;-44701357,00;-22374803,00;Precise;Yes;12.3;2359;2127;Ombrophilous forest;inside the 20 km polygon;Campos Rupestres montane savanna;Atlantic Forests;Floresta Ombrofila Densa;Florestas de Interior;Line transect;NA;NA;NA;NA;NA;NA;NA
Unpublished data. Knogge, C.;KnoggeC_23;COMM;Callithrix aurita;Autochtone;Bairro Moinho I CK;NA;NAZARE PAULISTA;SAO PAULO;Brazil;-46358653,00;-23192344,00;Precise;No;21;1363;849;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;2010;NA;NA;NA;NA;NA
Unpublished data. Knogge, C.;KnoggeC_24;COMM;Callithrix aurita;Autochtone;Bairro Moinho I IPE;NA;NAZARE PAULISTA;SAO PAULO;Brazil;-46356133,00;-23199903,00;Precise;No;20.8;1376;887;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;2010;NA;NA;NA;NA;NA
Unpublished data. Knogge, C.;KnoggeC_26;COMM;Callithrix aurita;Autochtone;Sitio Renatinha  B. Moinho II;NA;NAZARE PAULISTA;SAO PAULO;Brazil;-46344692,00;-23208728,00;Precise;No;20.7;1370;887;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;2010;NA;NA;NA;NA;NA
Unpublished data. Knogge, C.;KnoggeC_27;COMM;Callithrix aurita;Autochtone;Sitio Renatinha  B. Moinho II;NA;NAZARE PAULISTA;SAO PAULO;Brazil;-46344692,00;-23208728,00;Precise;No;20.7;1370;887;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;2010;NA;NA;NA;NA;NA
Unpublished data. Knogge, C.;KnoggeC_29;COMM;Callithrix aurita;Autochtone;Estrada Bar Joel Moinho I;NA;NAZARE PAULISTA;SAO PAULO;Brazil;-46344692,00;-23208728,00;Precise;No;20.7;1370;887;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;2010;NA;NA;NA;NA;NA
Unpublished data. Knogge, C.;KnoggeC_31;COMM;Callicebus nigrifrons;Autochtone;Bairro Moinho I IPE;NA;NAZARE PAULISTA;SAO PAULO;Brazil;-46355879,00;-23200571,00;Precise;No;20.8;1369;887;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;2010;NA;NA;NA;NA;NA
Unpublished data. Knogge, C.;KnoggeC_32;COMM;Callicebus nigrifrons;Autochtone;Bairro Moinho I CK;NA;NAZARE PAULISTA;SAO PAULO;Brazil;-46359282,00;-23192236,00;Precise;No;21;1363;834;Dense Ombrophilous forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;2010;NA;NA;NA;NA;NA
