REF_ID;ORDEMBD;STUDY_AIM;SPECIES;SP_ORIGIN;SITE;AREA_HA;MUNICIPALITY;STATE;COUNTRY;Longitude;Latitude;PRECISION;UC;ANNUAL_TEMP;ANNUAL_RAIN;ALTITUDE;VEG_TYPE;BUFFER_20KM;OLSONECONAME;OLSONG200R;RIBEIROVEGTYPE;BSRS;METHOD;COL_STRT_MO;COL_STRT_YR;COL_END_MO;COL_END_YR;LTR_EFF;CAM_EFF;SURV_EFF
REF0758;EduardoC_FernandoP_22;COMM;Sapajus nigritus;Autochtone;RPPN das Aguas;NA;ANTONINA;PARANA;Brazil;-48782784,00;-25393643,00;Precise;Yes;26.1;2035;23;Atlantic forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;NA;NA;NA;NA;NA
REF0758;EduardoC_FernandoP_23;COMM;Alouatta guariba;Autochtone;RPPN da Guaricica;NA;ANTONINA;PARANA;Brazil;-48696367,00;-25317717,00;Precise;Yes;26.1;2048;98;Atlantic forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;NA;NA;NA;NA;NA
REF0758;EduardoC_FernandoP_24;COMM;Sapajus nigritus;Autochtone;RPPN da Guaricica;NA;ANTONINA;PARANA;Brazil;-48696367,00;-25317717,00;Precise;Yes;26.1;2048;98;Atlantic forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;NA;NA;NA;NA;NA
REF0758;EduardoC_FernandoP_25;COMM;Alouatta guariba;Autochtone;RPPN do Papagaio da Cara Roxa;NA;GUARAQUECABA;PARANA;Brazil;-48456946,00;-25235137,00;Precise;Yes;26.3;2088;26;Atlantic forest;inside the 20 km polygon;Southern Atlantic mangroves;NA;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;NA;NA;NA;NA;NA
REF0758;EduardoC_FernandoP_26;COMM;Sapajus nigritus;Autochtone;RPPN do Papagaio da Cara Roxa;NA;GUARAQUECABA;PARANA;Brazil;-48456946,00;-25235137,00;Precise;Yes;26.3;2088;26;Atlantic forest;inside the 20 km polygon;Southern Atlantic mangroves;NA;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;NA;NA;NA;NA;NA
REF0759;EduardoC_FernandoP_27;COMM;Sapajus nigritus;Autochtone;Parque Estadual do Rio da Onca;NA;MATINHOS;PARANA;Brazil;-48531641,00;-25788454,00;Precise;Yes;24.9;2028;4;Atlantic forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;NA;NA;Survey;NA;NA;NA;NA;NA;NA;NA
REF0761;EduardoC_FernandoP_29;COMM;Sapajus nigritus;Autochtone;Estacao Ecologica do Caiua;NA;DIAMANTE DO NORTE;PARANA;Brazil;-52872897,00;-22605282,00;Precise;Yes;25.9;1228;274;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0755;EduardoC_FernandoP_3;COMM;Alouatta guariba;Autochtone;Parque Nacional Ilha Grande;NA;GUAIRA;PARANA;Brazil;-54156761,00;-24003945,00;Precise;Yes;25.8;1530;216;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0763;EduardoC_FernandoP_31;COMM;Alouatta guariba;Autochtone;Parque Estadual Cabeca do Cachorro;61;SAO PEDRO DO IGUACU;PARANA;Brazil;-53906151,00;-24912097,00;Precise;Yes;23.6;1662;428;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0763;EduardoC_FernandoP_32;COMM;Sapajus nigritus;Autochtone;Parque Estadual Cabeca do Cachorro;61;SAO PEDRO DO IGUACU;PARANA;Brazil;-53914649,00;-24917733,00;Precise;Yes;23.7;1666;428;Semideciduous forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0766;EduardoC_FernandoP_36;COMM;Sapajus nigritus;Autochtone;Parque Estadual Amapora;NA;AMAPORA;PARANA;Brazil;-52797733,00;-23082657,00;Precise;Yes;24.8;1267;311;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0767;EduardoC_FernandoP_37;COMM;Alouatta guariba;Autochtone;Parque Estadual de Sao Camilo;NA;PALOTINA;PARANA;Brazil;-53912453,00;-24310997,00;Precise;Yes;24.6;1530;305;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0769;EduardoC_FernandoP_39;COMM;Alouatta guariba;Autochtone;Parque Estadual Vila Velha (Capao da Fortaleza);NA;PONTA GROSSA;PARANA;Brazil;-49991865,00;-25231623,00;Precise;Yes;21;1544;911;"Araucaria forest; Grasslands";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Savana;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0755;EduardoC_FernandoP_4;COMM;Alouatta caraya;Autochtone;Parque Nacional Ilha Grande;NA;GUAIRA;PARANA;Brazil;-54156761,00;-24003945,00;Precise;Yes;25.8;1530;216;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0770;EduardoC_FernandoP_40;COMM;Sapajus nigritus;Autochtone;Parque Estadual Guartela;NA;TIBAGI;PARANA;Brazil;-50258579,00;-24563116,00;Precise;Yes;21.1;1447;903;"Araucaria forest; Grasslands; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Savana;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0770;EduardoC_FernandoP_41;COMM;Alouatta guariba;Autochtone;Parque Estadual Guartela;NA;TIBAGI;PARANA;Brazil;-50275491,00;-24548968,00;Precise;Yes;21.6;1404;884;"Araucaria forest; Grasslands; Semideciduous";inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Savana;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0771;EduardoC_FernandoP_42;COMM;Alouatta guariba;Autochtone;Parque Estadual do Monge;NA;LAPA;PARANA;Brazil;-49698913,00;-2578117,00;Precise;Yes;20;1367;914;"Araucaria forest; Grasslands";inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0772;EduardoC_FernandoP_43;COMM;Sapajus nigritus;Autochtone;Parque Estadual do Rio Guarani;NA;TRES BARRAS DO PARANA;PARANA;Brazil;-53157861,00;-25442054,00;Precise;Yes;23;1837;488;"Araucaria forest; Semideciduous";inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0773;EduardoC_FernandoP_44;COMM;Alouatta guariba;Autochtone;Parque Estadual Mata Sao Francisco;NA;SANTA MARIANA;PARANA;Brazil;-50556455,00;-23159306,00;Precise;Yes;23.9;1256;539;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0773;EduardoC_FernandoP_45;COMM;Sapajus nigritus;Autochtone;Parque Estadual Mata Sao Francisco;NA;CORNELIO PROCOPIO;PARANA;Brazil;-50582242,00;-23161892,00;Precise;Yes;23.9;1257;556;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0774;EduardoC_FernandoP_46;COMM;Alouatta guariba;Autochtone;Parque Estadual de Caxambu;NA;CASTRO;PARANA;Brazil;-50069172,00;-24676993,00;Precise;Yes;20.7;1531;1080;Araucaria forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0775;EduardoC_FernandoP_47;COMM;Sapajus nigritus;Autochtone;Parque Estadual de Ibipora;NA;IBIPORA;PARANA;Brazil;-51031553,00;-23256025,00;Precise;Yes;24.3;1324;453;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0755;EduardoC_FernandoP_5;COMM;Sapajus nigritus;Autochtone;Parque Nacional Ilha Grande;NA;GUAIRA;PARANA;Brazil;-54156761,00;-24003945,00;Precise;Yes;25.8;1530;216;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0777;EduardoC_FernandoP_53;COMM;Alouatta guariba;Autochtone;Parque Municipal das Araucarias;NA;GUARAPUAVA;PARANA;Brazil;-51468073,00;-25351428,00;Precise;Yes;20.6;1696;979;Araucaria forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Savana;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0778;EduardoC_FernandoP_54;COMM;Sapajus nigritus;Autochtone;RPPN Corredor do Iguacu;NA;QUEDAS DO IGUACU;PARANA;Brazil;-53080472,00;-25442042,00;Precise;Yes;23.2;1806;504;"Araucaria forest; Semideciduous";inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0779;EduardoC_FernandoP_55;COMM;Alouatta guariba;Autochtone;Refugio de Vida Silvestre do Pinhao;NA;PINHAO;PARANA;Brazil;-51765062,00;-25973765,00;Precise;Yes;19.7;1827;695;"Araucaria forest; Semideciduous";inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0780;EduardoC_FernandoP_56;COMM;Alouatta guariba;Autochtone;Parque Estadual da Serra do Tabuleiro;NA;SANTO AMARO DA IMPERATRIZ;SANTA CATARINA;Brazil;-48775032,00;-27731827,00;Precise;Yes;21.9;1637;287;"Araucaria forest; Mangrove; Restinga";inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;NA;NA;NA;NA;NA
REF0780;EduardoC_FernandoP_57;COMM;Sapajus nigritus;Autochtone;Parque Estadual da Serra do Tabuleiro;NA;SANTO AMARO DA IMPERATRIZ;SANTA CATARINA;Brazil;-48775032,00;-27762225,00;Precise;Yes;21.9;1637;362;"Araucaria forest; Mangrove; Restinga";inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;NA;NA;NA;NA;NA
REF0781;EduardoC_FernandoP_58;COMM;Alouatta guariba;Autochtone;Parque Estadual da Serra Furada;NA;ORLEANS;SANTA CATARINA;Brazil;-49407008,00;-28156887,00;Precise;Yes;20.8;1580;680;"Araucaria forest; Grasslands";inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Estepe;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0781;EduardoC_FernandoP_59;COMM;Sapajus nigritus;Autochtone;Parque Estadual da Serra Furada;NA;GRAO PARA;SANTA CATARINA;Brazil;-49389009,00;-28109133,00;Precise;Yes;20.8;1582;923;"Araucaria forest; Grasslands";inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0755;EduardoC_FernandoP_6;COMM;Leontopithecus caissara;Autochtone;Parque Nacional de Superagui;NA;GUARAQUECABA;PARANA;Brazil;-48239593,00;-25427194,00;Precise;Yes;25.7;2285;1;"Mangrove; Restinga";inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;NA;NA;NA;NA;NA
REF0782;EduardoC_FernandoP_60;COMM;Alouatta guariba;Autochtone;Parque Estadual das Araucarias;NA;SAO DOMINGOS;SANTA CATARINA;Brazil;-5258371,00;-26462524,00;Precise;Yes;21.6;2074;855;Araucaria forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0782;EduardoC_FernandoP_61;COMM;Sapajus nigritus;Autochtone;Parque Estadual das Araucarias;NA;SAO DOMINGOS;SANTA CATARINA;Brazil;-52564809,00;-26469746,00;Precise;Yes;22.1;2067;855;Araucaria forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0783;EduardoC_FernandoP_62;COMM;Sapajus nigritus;Autochtone;Parque Estadual Fritz Plaumann;NA;TRES BARRAS;SANTA CATARINA;Brazil;-50295976,00;-26195962,00;Precise;Yes;21.5;1434;796;"Araucaria forest; Deciduous";inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0784;EduardoC_FernandoP_63;COMM;Alouatta guariba;Autochtone;Parque Estadual Rio Canoas;NA;TRES BARRAS;SANTA CATARINA;Brazil;-50295976,00;-26195962,00;Precise;Yes;21.5;1434;796;Araucaria forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0784;EduardoC_FernandoP_64;COMM;Sapajus nigritus;Autochtone;Parque Estadual Rio Canoas;NA;TRES BARRAS;SANTA CATARINA;Brazil;-50295976,00;-26195962,00;Precise;Yes;21.5;1434;796;Araucaria forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0785;EduardoC_FernandoP_65;COMM;Alouatta guariba;Autochtone;Reserva Biologica de Aguai;NA;MORRO GRANDE;SANTA CATARINA;Brazil;-49789995,00;-28685833,00;Precise;Yes;22.6;1468;465;Araucaria forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Estepe;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0785;EduardoC_FernandoP_66;COMM;Sapajus nigritus;Autochtone;Reserva Biologica de Aguai;NA;MORRO GRANDE;SANTA CATARINA;Brazil;-49825108,00;-28670238,00;Precise;Yes;19.5;1688;1047;Araucaria forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Estepe;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0786;EduardoC_FernandoP_67;COMM;Alouatta guariba;Autochtone;Reserva Biologica de Sassafras;NA;ITAIOPOLIS;SANTA CATARINA;Brazil;-49735738,00;-26706941,00;Precise;Yes;22;1475;773;Araucaria forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;NA;NA;NA;NA;NA
REF0786;EduardoC_FernandoP_68;COMM;Sapajus nigritus;Autochtone;Reserva Biologica de Sassafras;NA;ITAIOPOLIS;SANTA CATARINA;Brazil;-49735738,00;-26706941,00;Precise;Yes;22;1475;773;Araucaria forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;NA;NA;NA;NA;NA
REF0787;EduardoC_FernandoP_69;COMM;Alouatta guariba;Autochtone;Floresta Nacional Tres Barras;NA;TRES BARRAS;SANTA CATARINA;Brazil;-50298696,00;-26221179,00;Precise;Yes;21.3;1440;802;Araucaria forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0755;EduardoC_FernandoP_7;COMM;Alouatta guariba;Autochtone;APA das Ilhas e Varzeas do Rio Parana;NA;SAO JOAO DO CAIUA;PARANA;Brazil;-52283362,00;-22757211,00;Precise;Yes;25;1230;309;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0787;EduardoC_FernandoP_70;COMM;Sapajus nigritus;Autochtone;Floresta Nacional Tres Barras;NA;TRES BARRAS;SANTA CATARINA;Brazil;-50297956,00;-26195962,00;Precise;Yes;21.5;1434;796;Araucaria forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0788;EduardoC_FernandoP_71;COMM;Sapajus nigritus;Autochtone;RPPN Fazenda Palmital;NA;ITAPOA;SANTA CATARINA;Brazil;-48649937,00;-26060814,00;Precise;Yes;25.2;1882;1;Atlantic forest;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Survey;NA;NA;NA;NA;NA;NA;NA
REF0789;EduardoC_FernandoP_72;COMM;Alouatta guariba;Autochtone;Parque Estadual de Itapua;NA;VIAMAO;RIO GRANDE DO SUL;Brazil;-51014671,00;-30347728,00;Precise;Yes;24.1;1449;1;Restinga;inside the 20 km polygon;Uruguayan savanna;NA;Areas de Tensao Ecologica;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0790;EduardoC_FernandoP_73;COMM;Alouatta guariba;Autochtone;Floresta Nacional de Sao Francisco de Paula;NA;SAO FRANCISCO DE PAULA;RIO GRANDE DO SUL;Brazil;-5039192,00;-29426091,00;Precise;Yes;19.6;2077;883;Araucaria forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Estepe;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0791;EduardoC_FernandoP_74;COMM;Sapajus nigritus;Autochtone;RPPN Carlos Valdir Maran;NA;BOM JESUS DO SUL;PARANA;Brazil;-53563898,00;-2612009,00;Precise;Yes;23.2;1937;554;Araucaria forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0792;EduardoC_FernandoP_75;COMM;Sapajus nigritus;Autochtone;14 R C Mec - Exercito Brasileiro;NA;SAO MIGUEL DO OESTE;SANTA CATARINA;Brazil;-53406527,00;-2674816,00;Precise;No;24.4;1880;296;"Araucaria forest; Deciduous";inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Decidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0793;EduardoC_FernandoP_76;COMM;Sapajus nigritus;Autochtone;Mata do Alberico;NA;SAO MIGUEL DO OESTE;SANTA CATARINA;Brazil;-53523137,00;-26759082,00;Precise;No;22.9;1949;622;"Araucaria forest; Deciduous";inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0794;EduardoC_FernandoP_77;COMM;Sapajus nigritus;Autochtone;Parque Estadual de Itapeva;NA;TORRES;RIO GRANDE DO SUL;Brazil;-4976091,00;-29356204,00;Precise;Yes;23.5;1409;5;Atlantic forest;inside the 20 km polygon;Atlantic Coast restingas;Atlantic Forests;Areas das Formacoes Pioneiras;Serra do Mar;Survey;NA;NA;NA;NA;NA;NA;NA
REF0795;EduardoC_FernandoP_78;COMM;Alouatta guariba;Autochtone;Parque Estadual do Tainhas;NA;JAQUIRANA;RIO GRANDE DO SUL;Brazil;-50416321,00;-2889789,00;Precise;Yes;20.4;1824;682;"Araucaria forest; Grasslands";inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Estepe;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0796;EduardoC_FernandoP_79;COMM;Sapajus nigritus;Autochtone;Reserva Biologica Estadual da Serra Geral;NA;MAQUINE;RIO GRANDE DO SUL;Brazil;-50281534,00;-29587789,00;Precise;Yes;22.8;1566;177;Araucaria forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0755;EduardoC_FernandoP_8;COMM;Alouatta caraya;Autochtone;APA das Ilhas e Varzeas do Rio Parana;NA;SAO JOAO DO CAIUA;PARANA;Brazil;-52283362,00;-22757211,00;Precise;Yes;25;1230;309;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
REF0796;EduardoC_FernandoP_80;COMM;Alouatta guariba;Autochtone;Reserva Biologica Estadual da Serra Geral;NA;MAQUINE;RIO GRANDE DO SUL;Brazil;-50281534,00;-29587789,00;Precise;Yes;22.8;1566;177;Araucaria forest;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0797;EduardoC_FernandoP_81;COMM;Sapajus nigritus;Autochtone;Estacao Ecologica Estadual de Aratinga;NA;MAQUINE;RIO GRANDE DO SUL;Brazil;-5020208,00;-29528681,00;Precise;Yes;21.9;1676;521;"Araucaria forest; Grasslands";inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0797;EduardoC_FernandoP_82;COMM;Alouatta guariba;Autochtone;Estacao Ecologica Estadual de Aratinga;NA;MAQUINE;RIO GRANDE DO SUL;Brazil;-5020208,00;-29528681,00;Precise;Yes;21.9;1676;521;"Araucaria forest; Grasslands";inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Survey;NA;NA;NA;NA;NA;NA;NA
REF0755;EduardoC_FernandoP_9;COMM;Sapajus nigritus;Autochtone;APA das Ilhas e Varzeas do Rio Parana;NA;SAO JOAO DO CAIUA;PARANA;Brazil;-52283362,00;-22757211,00;Precise;Yes;25;1230;309;Semideciduous forest;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;NA;NA;NA;NA;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_1;COMM;Callithrix kuhlii;Autochtone;Mata Riachuelo;80;ILHEUS;BAHIA;Brazil;-39182229,00;-14678481,00;Precise;No;25.2;1665;39;Atlantic forest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;May;2017;July;NA;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_10;COMM;Leontopithecus chrysomelas;Autochtone;Reserva Biologica de Una(ponto2);NA;UNA;BAHIA;Brazil;-39068268,00;-15182874,00;Precise;Yes;25.5;1599;6;Atlantic forest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Camera trap;April;2017;May;NA;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_11;COMM;Sapajus xanthosternos;Autochtone;Reserva Biologica de Una(ponto2);NA;UNA;BAHIA;Brazil;-39068268,00;-15182874,00;Precise;Yes;25.5;1599;6;Atlantic forest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Areas de Tensao Ecologica;Bahia;Camera trap;April;2017;May;NA;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_12;COMM;Callithrix kuhlii;Autochtone;Fazenda Duas Irmas;NA;UNA;BAHIA;Brazil;-39177846,00;-1521039,00;Precise;No;25.3;1425;55;Cacao Agroforest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;February;2017;August;2016;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_13;COMM;Leontopithecus chrysomelas;Autochtone;Fazenda Duas Irmas;NA;UNA;BAHIA;Brazil;-39177846,00;-1521039,00;Precise;No;25.3;1425;55;Cacao Agroforest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;February;2017;August;2016;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_14;COMM;Callithrix kuhlii;Autochtone;Fazenda Cosme e Damiao;NA;UNA;BAHIA;Brazil;-3920443,00;-15182602,00;Precise;No;25.2;1400;68;Cacao Agroforest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;February;2017;August;2016;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_15;COMM;Leontopithecus chrysomelas;Autochtone;Fazenda Cosme e Damiao;NA;UNA;BAHIA;Brazil;-3920443,00;-15182602,00;Precise;No;25.2;1400;68;Cacao Agroforest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;February;2017;August;2016;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_16;COMM;Callithrix kuhlii;Autochtone;Fazenda Cachoeira;NA;UNA;BAHIA;Brazil;-39137986,00;-15080407,00;Precise;No;25.4;1533;37;Cacao Agroforest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;February;2017;August;2016;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_17;COMM;Leontopithecus chrysomelas;Autochtone;Fazenda Cachoeira;NA;UNA;BAHIA;Brazil;-39137986,00;-15080407,00;Precise;No;25.4;1533;37;Cacao Agroforest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;February;2017;August;2016;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_18;COMM;Callithrix kuhlii;Autochtone;Fazenda Laranjeira;NA;UNA;BAHIA;Brazil;-39108383,00;-15092384,00;Precise;No;25.5;1571;24;Cacao Agroforest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;February;2017;August;2016;NA;NA;NA
Unpublished data. Ferreira, A. S.;FerreiraA_19;COMM;Leontopithecus chrysomelas;Autochtone;Fazenda Laranjeira;NA;UNA;BAHIA;Brazil;-39108383,00;-15092384,00;Precise;No;25.5;1571;24;Cacao Agroforest;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Camera trap;February;2017;August;2016;NA;NA;NA
